Target_E   Reached_E  Difference   Sweeps  TotalTime  Electrons  Dimension    J     K     B 
-3.2000    -1.0815   -2.1185       00100   005        2          0000000006   0.80  0.40  0.70
-3.4683    -0.9055   -2.5628       00100   005        2          0000000006   0.90  0.40  0.70
-3.7394    -3.4804   -0.2589       00100   005        2          0000000006   1.00  0.40  0.70
-2.0000    -0.8279   -1.1721       00100   005        2          0000000006   0.00  0.50  0.70
-2.0392    -1.6352   -0.4040       00100   005        2          0000000006   0.10  0.50  0.70
-2.1489    -1.5178   -0.6312       00100   005        2          0000000006   0.20  0.50  0.70
-2.3115    -1.8679   -0.4436       00100   005        2          0000000006   0.30  0.50  0.70
-2.5100    -0.6215   -1.8885       00100   005        2          0000000006   0.40  0.50  0.70
-2.7321    -1.7181   -1.0139       00100   005        2          0000000006   0.50  0.50  0.70
-2.9698    -1.4934   -1.4763       00100   005        2          0000000006   0.60  0.50  0.70
-3.2181    -2.5309   -0.6872       00100   005        2          0000000006   0.70  0.50  0.70
-3.4739    -2.3266   -1.1473       00100   005        2          0000000006   0.80  0.50  0.70
-3.7350    -1.7189   -2.0161       00100   005        2          0000000006   0.90  0.50  0.70
-4.0000    -1.2051   -2.7949       00100   005        2          0000000006   1.00  0.50  0.70
-2.4000    -1.9144   -0.4856       00100   005        2          0000000006   0.00  0.60  0.70
-2.4329    -2.0435   -0.3894       00100   005        2          0000000006   0.10  0.60  0.70
-2.5266    -2.2927   -0.2340       00100   005        2          0000000006   0.20  0.60  0.70
-2.6697    -1.4908   -1.1789       00100   005        2          0000000006   0.30  0.60  0.70
-2.8492    -2.0180   -0.8312       00100   005        2          0000000006   0.40  0.60  0.70
-3.0547    -0.9979   -2.0569       00100   005        2          0000000006   0.50  0.60  0.70
-3.2785    -2.9234   -0.3551       00100   005        2          0000000006   0.60  0.60  0.70
-3.5152    -1.7382   -1.7770       00100   005        2          0000000006   0.70  0.60  0.70
-3.7612    -2.1572   -1.6040       00100   005        2          0000000006   0.80  0.60  0.70
-4.0142    -2.8371   -1.1771       00100   005        2          0000000006   0.90  0.60  0.70
-4.2725    -2.5482   -1.7243       00100   005        2          0000000006   1.00  0.60  0.70
-2.8000    -2.4558   -0.3442       00100   005        2          0000000006   0.00  0.70  0.70
-2.8283    -1.8865   -0.9417       00100   005        2          0000000006   0.10  0.70  0.70
-2.9100    -1.0939   -1.8160       00100   005        2          0000000006   0.20  0.70  0.70
-3.0371    -2.7557   -0.2813       00100   005        2          0000000006   0.30  0.70  0.70
-3.2000    -0.7511   -2.4489       00100   005        2          0000000006   0.40  0.70  0.70
-3.3900    -1.4939   -1.8961       00100   005        2          0000000006   0.50  0.70  0.70
-3.6000    -2.5281   -1.0719       00100   005        2          0000000006   0.60  0.70  0.70
-3.8249    -2.4256   -1.3992       00100   005        2          0000000006   0.70  0.70  0.70
-4.0608    -3.3601   -0.7007       00100   005        2          0000000006   0.80  0.70  0.70
-4.3052    -2.9897   -1.3154       00100   005        2          0000000006   0.90  0.70  0.70
-4.5559    -3.8855   -0.6704       00100   005        2          0000000006   1.00  0.70  0.70
-3.2000    -2.3774   -0.8226       00100   005        2          0000000006   0.00  0.80  0.70
-3.2248    -1.9576   -1.2672       00100   005        2          0000000006   0.10  0.80  0.70
-3.2971    -3.1629   -0.1341       00100   005        2          0000000006   0.20  0.80  0.70
-3.4111    -2.5962   -0.8148       00100   005        2          0000000006   0.30  0.80  0.70
-3.5596    -1.9065   -1.6530       00100   005        2          0000000006   0.40  0.80  0.70
-3.7354    -2.1458   -1.5896       00100   005        2          0000000006   0.50  0.80  0.70
-3.9324    -3.2952   -0.6372       00100   005        2          0000000006   0.60  0.80  0.70
-4.1456    -1.8160   -2.3296       00100   005        2          0000000006   0.70  0.80  0.70
-4.3713    -2.7806   -1.5907       00100   005        2          0000000006   0.80  0.80  0.70
-4.6067    -3.8099   -0.7968       00100   005        2          0000000006   0.90  0.80  0.70
-4.8496    -3.9737   -0.8760       00100   005        2          0000000006   1.00  0.80  0.70
-3.6000    -2.9576   -0.6424       00100   005        2          0000000006   0.00  0.90  0.70
-3.6221    -2.8514   -0.7707       00100   005        2          0000000006   0.10  0.90  0.70
-3.6868    -3.1900   -0.4968       00100   005        2          0000000006   0.20  0.90  0.70
-3.7900    -2.5016   -1.2884       00100   005        2          0000000006   0.30  0.90  0.70
-3.9260    -3.0985   -0.8276       00100   005        2          0000000006   0.40  0.90  0.70
-4.0891    -3.1450   -0.9441       00100   005        2          0000000006   0.50  0.90  0.70
-4.2739    -3.1859   -1.0880       00100   005        2          0000000006   0.60  0.90  0.70
-4.4758    -2.6876   -1.7882       00100   005        2          0000000006   0.70  0.90  0.70
-4.6914    -3.7098   -0.9815       00100   005        2          0000000006   0.80  0.90  0.70
-4.9177    -4.2334   -0.6843       00100   005        2          0000000006   0.90  0.90  0.70
-5.1526    -4.1057   -1.0469       00100   005        2          0000000006   1.00  0.90  0.70
-4.0000    -3.5541   -0.4459       00100   005        2          0000000006   0.00  1.00  0.70
-4.0199    -3.8038   -0.2161       00100   005        2          0000000006   0.10  1.00  0.70
-4.0785    -2.9224   -1.1561       00100   005        2          0000000006   0.20  1.00  0.70
-4.1726    -3.8645   -0.3081       00100   005        2          0000000006   0.30  1.00  0.70
-4.2978    -2.3840   -1.9138       00100   005        2          0000000006   0.40  1.00  0.70
-4.4495    -3.7892   -0.6603       00100   005        2          0000000006   0.50  1.00  0.70
-4.6230    -2.8470   -1.7760       00100   005        2          0000000006   0.60  1.00  0.70
-4.8142    -3.1827   -1.6315       00100   005        2          0000000006   0.70  1.00  0.70
-5.0199    -3.1924   -1.8275       00100   005        2          0000000006   0.80  1.00  0.70
-5.2373    -3.2909   -1.9464       00100   005        2          0000000006   0.90  1.00  0.70
-5.4641    -2.5301   -2.9340       00100   005        2          0000000006   1.00  1.00  0.70
 0.0000     0.0000    0.0000       00100   005        2          0000000006   0.00  0.00  0.80
-0.2828    -0.2318   -0.0511       00100   005        2          0000000006   0.10  0.00  0.80
-0.5657    -0.2921   -0.2736       00100   005        2          0000000006   0.20  0.00  0.80
-0.8485    -0.4780   -0.3706       00100   005        2          0000000006   0.30  0.00  0.80
-1.1314    -0.4081   -0.7232       00100   005        2          0000000006   0.40  0.00  0.80
-1.4142    -1.0718   -0.3425       00100   005        2          0000000006   0.50  0.00  0.80
-1.6971    -0.9098   -0.7873       00100   005        2          0000000006   0.60  0.00  0.80
-1.9799    -1.3449   -0.6350       00100   005        2          0000000006   0.70  0.00  0.80
-2.2627    -1.6104   -0.6524       00100   005        2          0000000006   0.80  0.00  0.80
-2.5456    -0.7188   -1.8268       00100   005        2          0000000006   0.90  0.00  0.80
-2.8284    -0.0769   -2.7515       00100   005        2          0000000006   1.00  0.00  0.80
-0.4000    -0.3539   -0.0461       00100   005        2          0000000006   0.00  0.10  0.80
-0.5464    -0.3974   -0.1490       00100   005        2          0000000006   0.10  0.10  0.80
-0.8000    -0.5474   -0.2526       00100   005        2          0000000006   0.20  0.10  0.80
-1.0718    -0.4262   -0.6456       00100   005        2          0000000006   0.30  0.10  0.80
-1.3489    -0.6648   -0.6841       00100   005        2          0000000006   0.40  0.10  0.80
-1.6283    -0.6590   -0.9693       00100   005        2          0000000006   0.50  0.10  0.80
-1.9088    -1.4897   -0.4191       00100   005        2          0000000006   0.60  0.10  0.80
-2.1900    -2.0947   -0.0953       00100   005        2          0000000006   0.70  0.10  0.80
-2.4716    -1.3098   -1.1618       00100   005        2          0000000006   0.80  0.10  0.80
-2.7534    -2.0887   -0.6647       00100   005        2          0000000006   0.90  0.10  0.80
-3.0355    -2.7552   -0.2803       00100   005        2          0000000006   1.00  0.10  0.80
-0.8000    -0.7654   -0.0346       00100   005        2          0000000006   0.00  0.20  0.80
-0.8899    -0.7454   -0.1445       00100   005        2          0000000006   0.10  0.20  0.80
-1.0928    -0.6332   -0.4596       00100   005        2          0000000006   0.20  0.20  0.80
-1.3381    -1.1722   -0.1659       00100   005        2          0000000006   0.30  0.20  0.80
-1.6000    -0.7866   -0.8134       00100   005        2          0000000006   0.40  0.20  0.80
-1.8697    -0.8400   -1.0297       00100   005        2          0000000006   0.50  0.20  0.80
-2.1436    -0.7028   -1.4408       00100   005        2          0000000006   0.60  0.20  0.80
-2.4199    -1.4384   -0.9815       00100   005        2          0000000006   0.70  0.20  0.80
-2.6978    -0.7465   -1.9513       00100   005        2          0000000006   0.80  0.20  0.80
-2.9768    -2.7534   -0.2234       00100   005        2          0000000006   0.90  0.20  0.80
-3.2566    -1.8901   -1.3665       00100   005        2          0000000006   1.00  0.20  0.80
-1.2000    -0.9915   -0.2085       00100   005        2          0000000006   0.00  0.30  0.80
-1.2633    -0.9614   -0.3019       00100   005        2          0000000006   0.10  0.30  0.80
-1.4246    -0.9733   -0.4514       00100   005        2          0000000006   0.20  0.30  0.80
-1.6392    -1.5525   -0.0867       00100   005        2          0000000006   0.30  0.30  0.80
-1.8806    -1.6917   -0.1889       00100   005        2          0000000006   0.40  0.30  0.80
-2.1362    -1.3257   -0.8106       00100   005        2          0000000006   0.50  0.30  0.80
-2.4000    -1.8316   -0.5684       00100   005        2          0000000006   0.60  0.30  0.80
-2.6688    -1.6602   -1.0086       00100   005        2          0000000006   0.70  0.30  0.80
-2.9409    -1.7006   -1.2404       00100   005        2          0000000006   0.80  0.30  0.80
-3.2153    -2.0165   -1.1988       00100   005        2          0000000006   0.90  0.30  0.80
-3.4914    -0.1483   -3.3431       00100   005        2          0000000006   1.00  0.30  0.80
-1.6000    -1.5162   -0.0838       00100   005        2          0000000006   0.00  0.40  0.80
-1.6485    -1.2702   -0.3784       00100   005        2          0000000006   0.10  0.40  0.80
-1.7798    -1.4183   -0.3615       00100   005        2          0000000006   0.20  0.40  0.80
-1.9662    -1.4259   -0.5402       00100   005        2          0000000006   0.30  0.40  0.80
-2.1856    -1.3821   -0.8035       00100   005        2          0000000006   0.40  0.40  0.80
-2.4248    -1.4811   -0.9437       00100   005        2          0000000006   0.50  0.40  0.80
-2.6762    -1.0019   -1.6743       00100   005        2          0000000006   0.60  0.40  0.80
-2.9354    -1.2198   -1.7156       00100   005        2          0000000006   0.70  0.40  0.80
-3.2000    -2.6852   -0.5148       00100   005        2          0000000006   0.80  0.40  0.80
-3.4683    -2.3451   -1.1232       00100   005        2          0000000006   0.90  0.40  0.80
-3.7394    -2.8769   -0.8625       00100   005        2          0000000006   1.00  0.40  0.80
-2.0000    -1.4551   -0.5449       00100   005        2          0000000006   0.00  0.50  0.80
-2.0392    -0.9753   -1.0640       00100   005        2          0000000006   0.10  0.50  0.80
-2.1489    -1.5994   -0.5495       00100   005        2          0000000006   0.20  0.50  0.80
-2.3115    -1.7950   -0.5165       00100   005        2          0000000006   0.30  0.50  0.80
-2.5100    -1.1698   -1.3402       00100   005        2          0000000006   0.40  0.50  0.80
-2.7321    -1.0637   -1.6684       00100   005        2          0000000006   0.50  0.50  0.80
-2.9698    -2.4863   -0.4835       00100   005        2          0000000006   0.60  0.50  0.80
-3.2181    -0.8624   -2.3557       00100   005        2          0000000006   0.70  0.50  0.80
-3.4739    -1.1535   -2.3204       00100   005        2          0000000006   0.80  0.50  0.80
-3.7350    -2.1741   -1.5608       00100   005        2          0000000006   0.90  0.50  0.80
-4.0000    -0.9810   -3.0190       00100   005        2          0000000006   1.00  0.50  0.80
-2.4000    -1.8284   -0.5716       00100   005        2          0000000006   0.00  0.60  0.80
-2.4329    -2.1440   -0.2889       00100   005        2          0000000006   0.10  0.60  0.80
-2.5266    -1.9618   -0.5648       00100   005        2          0000000006   0.20  0.60  0.80
-2.6697    -2.0743   -0.5954       00100   005        2          0000000006   0.30  0.60  0.80
-2.8492    -1.9652   -0.8841       00100   005        2          0000000006   0.40  0.60  0.80
-3.0547    -2.1976   -0.8571       00100   005        2          0000000006   0.50  0.60  0.80
-3.2785    -3.0207   -0.2577       00100   005        2          0000000006   0.60  0.60  0.80
